"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.video_url","Input.action","Input.reasons","Answer.category.labels","Answer.confidence.high.on","Answer.confidence.low.on","Answer.why.both.on","Answer.why.mentioned.on","Answer.why.shown.on","Approve","Reject"
"3K8CQCU3KD08J4J6GNQEVBI15QHNW7","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3A4TN5196KH9IUPJM0023HAOCT2CHE","A104V8NZIQFN2F","Submitted","Mon Mar 29 00:48:10 PDT 2021","Mon Mar 29 00:48:51 PDT 2021","Sat Apr 03 00:48:51 PDT 2021","","","","41","100% (7/7)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/AfAPMyrO_rk+0:05:13+0:05:30.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt"",""do not like dirtiness""]","true","false","false","true","false"
"3K8CQCU3KD08J4J6GNQEVBI15QHNW7","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3R08VXYT7CUL33PCQIEROYSXQ6M7WE","A2UF2FRGVW4T89","Submitted","Sun Mar 28 20:16:58 PDT 2021","Sun Mar 28 20:18:01 PDT 2021","Fri Apr 02 20:18:01 PDT 2021","","","","63","100% (5/5)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/AfAPMyrO_rk+0:05:13+0:05:30.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","false","false","true"
"3K8CQCU3KD08J4J6GNQEVBI15QHNW7","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3U5NZHP4LR1SCJYNR5M8NH9VBCFPH3","AURYD2FH3FUOQ","Submitted","Sun Mar 28 20:16:42 PDT 2021","Sun Mar 28 20:27:00 PDT 2021","Fri Apr 02 20:27:00 PDT 2021","","","","618","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/AfAPMyrO_rk+0:05:13+0:05:30.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","true","false","false"
"3D06DR5224I5U9V33HFM07WA8H4AMJ","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3CN4LGXD5XNS9L2T3LY86JT3ACWY4K","A2UF2FRGVW4T89","Submitted","Sun Mar 28 20:31:41 PDT 2021","Sun Mar 28 20:33:13 PDT 2021","Fri Apr 02 20:33:13 PDT 2021","","","","92","100% (5/5)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/9nGW7LzgQ0k+0:08:03+0:08:27.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt"",""do not like dirtiness""]","true","false","true","false","false"
"3D06DR5224I5U9V33HFM07WA8H4AMJ","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3Q5ZZ9ZEVOEVQYFB4MJOCYBFHTO58I","AURYD2FH3FUOQ","Submitted","Sun Mar 28 20:15:27 PDT 2021","Sun Mar 28 20:20:58 PDT 2021","Fri Apr 02 20:20:58 PDT 2021","","","","331","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/9nGW7LzgQ0k+0:08:03+0:08:27.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","true","false","false"
"3D06DR5224I5U9V33HFM07WA8H4AMJ","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3RJSC4XJ10TD89A89I69JJ5XYVE50X","A104V8NZIQFN2F","Submitted","Mon Mar 29 01:02:57 PDT 2021","Mon Mar 29 01:03:38 PDT 2021","Sat Apr 03 01:03:38 PDT 2021","","","","41","100% (7/7)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/9nGW7LzgQ0k+0:08:03+0:08:27.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","false","true","false"
"3QE4DGPGBQAQ0AJ0JD70AZQDKLWG46","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","30LSNF239UUWG781VPTHRG2H0F4I24","A104V8NZIQFN2F","Submitted","Mon Mar 29 00:59:33 PDT 2021","Mon Mar 29 01:00:18 PDT 2021","Sat Apr 03 01:00:18 PDT 2021","","","","45","100% (7/7)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/axM7FlN5wkA+0:05:37+0:05:58.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""declutter"",""remove dirt""]","true","false","false","true","false"
"3QE4DGPGBQAQ0AJ0JD70AZQDKLWG46","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3B1NLC6UGZVECN3C7Z4Q2HXUWC2PG4","AURYD2FH3FUOQ","Submitted","Sun Mar 28 20:16:41 PDT 2021","Sun Mar 28 20:26:27 PDT 2021","Fri Apr 02 20:26:27 PDT 2021","","","","586","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/axM7FlN5wkA+0:05:37+0:05:58.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","false","true","false"
"3QE4DGPGBQAQ0AJ0JD70AZQDKLWG46","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3VNXK88KKCHC2XD0F57FGS0PEN8V94","A2UF2FRGVW4T89","Submitted","Sun Mar 28 20:35:09 PDT 2021","Sun Mar 28 20:36:27 PDT 2021","Fri Apr 02 20:36:27 PDT 2021","","","","78","100% (5/5)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/axM7FlN5wkA+0:05:37+0:05:58.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt"",""declutter""]","false","true","true","false","false"
"3O71U79SRAO9U5HXKH1DL7QGUNBSMX","3P7L6K2EZ80F0T9409PCLZS0T1ZN4L","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.50","Sun Mar 28 19:59:43 PDT 2021","3","BatchId:4385951;OriginalHitTemplateId:928390922;","1800","432000","Sun Apr 04 19:59:43 PDT 2021","","","3HPZF4IVNMSV4PF8W04QPH5R2PDYCX","A2UF2FRGVW4T89","Submitted","Sun Mar 28 20:36:28 PDT 2021","Sun Mar 28 20:37:13 PDT 2021","Fri Apr 02 20:37:13 PDT 2021","","","","45","100% (5/5)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/axM7FlN5wkA+0:08:05+0:08:37.mp4?raw=true","cleaning","['remove dirt', 'do not like dirtiness', 'declutter', 'company was coming']","[""remove dirt""]","true","false","true","false","false"
