"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.video_url","Input.action","Input.reasons","Answer.category.labels","Answer.comments","Answer.confidence.high.on","Answer.confidence.low.on","Answer.why.both.on","Answer.why.mentioned.on","Answer.why.shown.on","Approve","Reject"
"3QMELQS6Y4AV4NWSICUR61OYIM06R2","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3F1567XTNW4KXPHJT6D5A51HX34Q9W","A182N7RLXGSCZG","Submitted","Fri Apr 09 08:12:37 PDT 2021","Fri Apr 09 08:13:25 PDT 2021","Mon Apr 12 08:13:25 PDT 2021","","","","48","100% (16/16)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/NdnyiDBi7Ik+0:07:25+0:08:06.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""do not like dirtiness""]","","true","false","true","false","false"
"3QMELQS6Y4AV4NWSICUR61OYIM06R2","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3OS46CRSLFYPKEB2HY43WI9NOUAV6J","A1T0QDGU4D0A0V","Submitted","Fri Apr 09 07:38:21 PDT 2021","Fri Apr 09 07:39:15 PDT 2021","Mon Apr 12 07:39:15 PDT 2021","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/NdnyiDBi7Ik+0:07:25+0:08:06.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[]","good","true","false","true","false","false"
"3QMELQS6Y4AV4NWSICUR61OYIM06R2","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3VHP9MDGRNJP4YYDRAC20WYBWMYFC8","A4V3VZEMWDGD5","Submitted","Fri Apr 09 07:36:49 PDT 2021","Fri Apr 09 07:37:50 PDT 2021","Mon Apr 12 07:37:50 PDT 2021","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/NdnyiDBi7Ik+0:07:25+0:08:06.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","Good","true","false","true","false","false"
"37NXA7GVSS55GFGGE053WHVYTN2LVI","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","354P56DE9K2SWM836D4QR9PCK117SQ","A3HGZDLMCKGPSE","Submitted","Fri Apr 09 07:42:30 PDT 2021","Fri Apr 09 07:43:58 PDT 2021","Mon Apr 12 07:43:58 PDT 2021","","","","88","100% (1/1)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""I cannot find any reason mentioned verbally or shown visually in the video""]","","false","true","false","false","false"
"37NXA7GVSS55GFGGE053WHVYTN2LVI","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","36H9ULYP62TCCC4J12TON0B6M67FJM","A4V3VZEMWDGD5","Submitted","Fri Apr 09 07:40:16 PDT 2021","Fri Apr 09 07:41:57 PDT 2021","Mon Apr 12 07:41:57 PDT 2021","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","Good","true","false","true","false","false"
"37NXA7GVSS55GFGGE053WHVYTN2LVI","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3KMS4QQVK2P7NWA1JNT0OFBJ1V7FKL","A49A0FF6ZXYDU","Submitted","Fri Apr 09 07:40:23 PDT 2021","Fri Apr 09 08:35:01 PDT 2021","Mon Apr 12 08:35:01 PDT 2021","","","","3278","100% (4/4)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","they work outside a lot","false","true","false","true","false"
"3CMV9YRYP20WPKGMXBRKTTK4Y0VJLV","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","36PW28KO4ZV9551JCLW5CJNNKIYAEJ","AJ9O2ZA0E8UDZ","Submitted","Fri Apr 09 07:43:48 PDT 2021","Fri Apr 09 07:44:29 PDT 2021","Mon Apr 12 07:44:29 PDT 2021","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""declutter""]","","true","false","true","false","false"
"3CMV9YRYP20WPKGMXBRKTTK4Y0VJLV","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3IKZ72A5B4F8V2V4G0LGG7SNVQCFNQ","A3HGZDLMCKGPSE","Submitted","Fri Apr 09 07:41:22 PDT 2021","Fri Apr 09 07:42:22 PDT 2021","Mon Apr 12 07:42:22 PDT 2021","","","","60","100% (1/1)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""declutter""]","","false","true","true","false","false"
"3CMV9YRYP20WPKGMXBRKTTK4Y0VJLV","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3S06PH7KSR38JBAJK7SSV0CZGCRD15","A4V3VZEMWDGD5","Submitted","Fri Apr 09 07:42:56 PDT 2021","Fri Apr 09 07:43:33 PDT 2021","Mon Apr 12 07:43:33 PDT 2021","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","Good","true","false","true","false","false"
"335VBRURDIZTD2TLUDD3R4GHTYI9E3","3I3SD0LMZ3S6SIP4NCQHEIBAL5UHSE","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.10","Fri Apr 09 07:31:20 PDT 2021","3","BatchId:4401942;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 07:31:20 PDT 2021","","","3D4CH1LGEASTK0N5QA8TGRXFRGV9GK","A182N7RLXGSCZG","Submitted","Fri Apr 09 08:11:47 PDT 2021","Fri Apr 09 08:12:34 PDT 2021","Mon Apr 12 08:12:34 PDT 2021","","","","47","100% (16/16)","0% (0/0)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:51+0:01:20.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""do not like dirtiness""]","","true","false","true","false","false"
