Input.video1,Input.video2,Input.video3,Input.video4,Input.video5,Input.action1,Input.action2,Input.action3,Input.action4,Input.action5,Input.reason1,Input.reason2,Input.reason3,Input.reason4,Input.reason5,Answer.category1.labels,Answer.category2.labels,Answer.category3.labels,Answer.category4.labels,Answer.category5.labels,Answer.others1,Answer.others2,Answer.others3,Answer.others4,Answer.others5,Answer.confidence1.high.on,Answer.confidence2.high.on,Answer.confidence3.high.on,Answer.confidence4.high.on,Answer.confidence5.high.on,Answer.why1,Answer.why2,Answer.why3,Answer.why4,Answer.why5,Answer.comment1,Answer.comment2,Answer.comment3,Answer.comment4,Answer.comment5
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ed93-q7sfaw+0:06:19+0:06:41.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/jK7kVwxmUAY+0:05:53+0:06:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/4uDhdpDcqhs+0:03:13+0:03:47.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/LgnSYXHlu4E+0:02:07+0:02:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['enjoy', 'habit', 'replace broken']","['be healthy', 'improve skills']",['vacation'],['use gas'],['remove mask'],none,none,none,none,none,False,True,True,True,True,shown,both,both,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ed93-q7sfaw+0:06:19+0:06:41.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/jK7kVwxmUAY+0:05:53+0:06:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/4uDhdpDcqhs+0:03:13+0:03:47.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/LgnSYXHlu4E+0:02:07+0:02:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],['I cannot find any reason mentioned verbally or shown visually in the video'],"['vacation', 'visit people']",['I cannot find any reason mentioned verbally or shown visually in the video'],['remove mask'],none,none,none,none,none,False,False,False,False,False,both,both,shown,both,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ed93-q7sfaw+0:07:01+0:07:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/otjBLl3XpuE+0:04:10+0:04:37.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/4uDhdpDcqhs+0:05:31+0:05:54.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tnv74LYpePc+0:00:49+0:02:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['enjoy'],['hungry'],['vacation'],['get someplace'],['cleanse face'],none,none,none,none,none,False,False,True,True,True,both,both,shown,shown,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/BnfoNHmfRt8+0:00:39+0:01:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/151dAweSuuo+0:00:30+0:01:04.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/KSYLwcKnAqg+0:13:06+0:14:15.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Cx9O9HqlrAs+0:03:28+0:04:41.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['worth it'],"['be healthy', 'make meal']",['I cannot find any reason mentioned verbally or shown visually in the video'],"['do chores', 'relax']",['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,both,mentioned,both,both,No suggestion.,No suggestion.,No suggestion.,No suggestion.,No suggestion.
https://github.com/OanaIgnat/miniclips/blob/main/no_check/BnfoNHmfRt8+0:00:39+0:01:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/151dAweSuuo+0:00:30+0:01:04.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/KSYLwcKnAqg+0:13:06+0:14:15.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Cx9O9HqlrAs+0:03:28+0:04:41.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['enjoy', 'need']","['be healthy', 'hungry', 'make meal']","['vacation', 'visit people', 'work']","['get someplace', 'relax']",['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,mentioned,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/N5VUf_Ok85s+0:01:59+0:02:44.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5DmrIVhC5E4+0:02:22+0:02:56.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/1AYhYYwNb_I+0:04:22+0:05:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hfjFkAtBd0w+0:00:31+0:01:22.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['enjoy'],"['improve skills', 'make meal']",['I cannot find any reason mentioned verbally or shown visually in the video'],['I cannot find any reason mentioned verbally or shown visually in the video'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,mentioned,both,mentioned,mentioned,both,"I had to answer, ""Please select how did you find the reasons in the video:"" to submit so just chose the first answer when no answer applied because i did not see the reasons in the video
","I had to answer, ""Please select how did you find the reasons in the video:"" to submit so just chose the first answer when no answer applied because i did not see the reasons in the video
","I had to answer, ""Please select how did you find the reasons in the video:"" to submit so just chose the first answer when no answer applied because i did not see the reasons in the video
","I had to answer, ""Please select how did you find the reasons in the video:"" to submit so just chose the first answer when no answer applied because i did not see the reasons in the video
","I had to answer, ""Please select how did you find the reasons in the video:"" to submit so just chose the first answer when no answer applied because i did not see the reasons in the video
"
https://github.com/OanaIgnat/miniclips/blob/main/no_check/N5VUf_Ok85s+0:01:59+0:02:44.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5DmrIVhC5E4+0:02:22+0:02:56.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/1AYhYYwNb_I+0:04:22+0:05:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hfjFkAtBd0w+0:00:31+0:01:22.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['need'],"['be healthy', 'improve skills']",['I cannot find any reason mentioned verbally or shown visually in the video'],['I cannot find any reason mentioned verbally or shown visually in the video'],['cleanse face'],none,none,none,none,none,True,True,False,False,True,both,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/VqLZY9zGD80+0:00:02+0:00:25.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/7bOlr7VSnlM+0:01:51+0:02:30.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tVqD_qd11SA+0:05:57+0:06:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/PvSbvaV-J0M+0:08:51+0:09:14.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],"['I cannot find any reason mentioned verbally or shown visually in the video', 'improve skills']",['I cannot find any reason mentioned verbally or shown visually in the video'],['I cannot find any reason mentioned verbally or shown visually in the video'],['clean arms and chest'],none,none,none,none,none,False,False,False,False,False,both,shown,both,both,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/VqLZY9zGD80+0:00:02+0:00:25.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/7bOlr7VSnlM+0:01:51+0:02:30.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tVqD_qd11SA+0:05:57+0:06:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/PvSbvaV-J0M+0:08:51+0:09:14.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],"['be healthy', 'make meal']",['vacation'],['I cannot find any reason mentioned verbally or shown visually in the video'],['clean arms and chest'],none,none,none,none,none,True,True,True,True,True,mentioned,mentioned,mentioned,mentioned,both,No Suggestion.,No Suggestion.,No Suggestion.,No Suggestion.,No Suggestion.
https://github.com/OanaIgnat/miniclips/blob/main/no_check/VqLZY9zGD80+0:00:02+0:00:25.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/7bOlr7VSnlM+0:01:51+0:02:30.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tVqD_qd11SA+0:05:57+0:06:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/PvSbvaV-J0M+0:08:51+0:09:14.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,buying,cooking,travelling,driving,cleaning,"['replace broken', 'habit', 'worth it', 'enjoy', 'need', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['habit', 'replace broken']","['be healthy', 'hungry']","['vacation', 'visit people']","['get someplace', 'use gas']","['clean arms and chest', 'remove mask']",none,none,none,none,none,True,True,True,True,True,shown,mentioned,mentioned,mentioned,mentioned,good,good,good,good,good
